assembly,body,engine,transmission,fuel,car_age,city_grouped,registered_grouped,log_mileage,make_freq,model_freq,Actual,Predicted,Error,Abs_Error
Local,Mini Van,999,0,Petrol,4,Lahore,Punjab,7.972810784121404,0.012341268552499106,0.005098892533532526,2849999.999999999,2671611.2796236873,178388.7203763118,178388.7203763118
Local,Sedan,1300,0,Petrol,13,Lahore,Lahore,12.019749091416921,0.21353642298074113,0.06985807541164626,2649999.999999999,2556821.6767294565,93178.32327054255,93178.32327054255
Local,Sedan,1800,1,Petrol,4,Lahore,Islamabad,9.38437770918244,0.3168458315741613,0.16566529180604722,7300000.000000004,7293671.525746368,6328.4742536358535,6328.4742536358535
Local,Hatchback,1000,0,Petrol,4,Gujranwala,Punjab,9.680406499268875,0.2909941216589263,0.030479685622422138,3000000.000000001,2997136.0819719844,2863.9180280165747,2863.9180280165747
Local,Unknown,2800,1,Diesel,8,Karachi,Karachi,11.19822841866684,0.3168458315741613,0.014744568217985775,9750000.000000004,11664812.12456521,-1914812.1245652065,1914812.1245652065
Imported,Sedan,1500,1,Hybrid,11,Karachi,Karachi,11.350418300109132,0.21353642298074113,0.000649540450131532,4399999.999999997,4200387.102927156,199612.8970728414,199612.8970728414
Local,Hatchback,1000,1,Petrol,4,Other,Punjab,9.825580063659602,0.2909941216589263,0.030479685622422138,3249999.9999999986,3267251.7601932525,-17251.760193253867,17251.760193253867
Local,SUV,3000,0,Diesel,33,Lahore,Islamabad,11.775297421715827,0.3168458315741613,0.01230879152999253,2224999.999999999,2586271.2937424546,-361271.29374245554,361271.29374245554
Local,Hatchback,1200,1,Petrol,4,Other,Punjab,9.952325334619427,0.2909941216589263,0.019713552661491995,4300000.000000002,4446660.349865081,-146660.34986507893,146660.34986507893
Local,Van,800,0,Petrol,7,Other,Lahore,11.082157933374816,0.2909941216589263,0.016092364652008705,1429999.9999999995,1564928.1175334433,-134928.11753344373,134928.11753344373
Imported,Hatchback,1000,1,Petrol,20,Peshawar,Lahore,12.206077645517674,0.3168458315741613,0.024715014127504792,1920000.0000000002,2003226.0327509614,-83226.03275096114,83226.03275096114
Local,Hatchback,1000,0,Petrol,25,Islamabad,Sindh,10.819798284210286,0.2909941216589263,0.05779286155045305,610000.0000000005,662822.9760753369,-52822.97607533645,52822.97607533645
Local,Sedan,1300,0,Petrol,12,Other,Sindh,11.643962499267984,0.21353642298074113,0.06985807541164626,2649999.999999999,2600251.428730369,49748.57126962999,49748.57126962999
Imported,Sedan,1500,1,Petrol,10,Karachi,Karachi,11.338583982516495,0.3168458315741613,0.16566529180604722,5500000.000000001,5845867.108567375,-345867.1085673738,345867.1085673738
Local,SUV,2700,1,Petrol,9,Gujranwala,Lahore,11.51293546492023,0.3168458315741613,0.011025949140982755,10800000.0,11351904.83933706,-551904.8393370602,551904.8393370602
Local,Sedan,1300,0,Petrol,27,Karachi,Karachi,11.652696102959753,0.21353642298074113,0.06985807541164626,649999.9999999995,761368.1543053464,-111368.15430534689,111368.15430534689
Imported,Unknown,5000,1,Petrol,8,Islamabad,Un-Registered,6.90875477931522,0.000600824916371667,0.0004059627813322075,50000000.00000009,29016591.453383874,20983408.546616215,20983408.546616215
Imported,Hatchback,1000,1,Petrol,11,Rawalpindi,Rawalpindi,11.350418300109132,0.3168458315741613,0.012146406417459647,2820000.0,3118794.722203011,-298794.72220301116,298794.72220301116
Local,Sedan,1300,0,Petrol,20,Other,Karachi,12.013706813470414,0.21353642298074113,0.06985807541164626,1620000.0000000007,1563069.0828909199,56930.91710908082,56930.91710908082
Local,Sedan,1500,0,Petrol,21,Lahore,Lahore,8.517393171418904,0.21353642298074113,0.10736903640674222,1299999.9999999993,1454413.179551632,-154413.1795516326,154413.1795516326
Local,Sedan,1600,1,Petrol,7,Islamabad,Islamabad,10.691967639914864,0.3168458315741613,0.16566529180604722,5300000.000000001,5243312.015480661,56687.9845193401,56687.9845193401
Local,Hatchback,1000,0,Petrol,22,Rawalpindi,Punjab,11.39640288460621,0.01860933389626839,0.006933844305154103,945000.0000000006,881820.1585015839,63179.84149841673,63179.84149841673
Local,Hatchback,1000,0,Petrol,20,Karachi,Karachi,11.695255355062795,0.2909941216589263,0.05707836705530837,579999.9999999997,681891.1251608615,-101891.12516086188,101891.12516086188
Imported,Unknown,1500,1,Petrol,14,Lahore,Islamabad,12.301387370778713,0.21353642298074113,0.0012178883439966223,3550000.0000000014,3341015.631917523,208984.36808247818,208984.36808247818
Local,Sedan,2000,0,Diesel,21,Gujranwala,Lahore,11.918397239722838,0.3168458315741613,0.16566529180604722,1600000.0000000012,1800275.644414809,-200275.6444148079,200275.6444148079
Imported,SUV,3000,1,Diesel,30,Other,Peshawar,12.206077645517674,0.3168458315741613,0.004059627813322074,3799999.9999999995,3654660.123209883,145339.87679011654,145339.87679011654
Local,Hatchback,1000,1,Petrol,4,Lahore,Un-Registered,7.170888478512505,0.022766392777110196,0.005618524893637751,3700000.000000002,3654421.8150439374,45578.18495606445,45578.18495606445
Local,SUV,3500,1,Petrol,4,Karachi,Karachi,9.61587214452889,0.022766392777110196,0.0012178883439966223,10499999.999999994,10714637.766378002,-214637.76637800783,214637.76637800783
Imported,Unknown,800,0,Petrol,19,Rawalpindi,Karachi,11.51293546492023,0.2909941216589263,0.016092364652008705,549999.9999999998,787728.6864748372,-237728.68647483748,237728.68647483748
Imported,Sedan,1600,0,Petrol,24,Peshawar,Islamabad,11.618293980596055,0.022766392777110196,0.00027605469130590106,850000.0000000005,621909.3202003489,228090.6797996516,228090.6797996516
Local,Hatchback,1000,0,Petrol,15,Karachi,Karachi,10.918736348043124,0.2909941216589263,0.05779286155045305,1099999.9999999998,1092627.2634062625,7372.736593737267,7372.736593737267
Imported,Single Cabin,2500,0,Diesel,10,Other,Lahore,12.260091970916617,0.3168458315741613,0.014744568217985775,2800000.000000002,3122811.9398267264,-322811.9398267246,322811.9398267246
Local,Sedan,1800,1,Petrol,16,Islamabad,Islamabad,11.759793355371237,0.21353642298074113,0.10736903640674222,2359999.9999999995,2500322.5485827196,-140322.5485827201,140322.5485827201
Local,Hatchback,800,0,Petrol,12,Other,Lahore,11.127277689932466,0.2909941216589263,0.06034230781721932,809999.9999999995,983526.3236536832,-173526.32365368365,173526.32365368365
Local,Hatchback,1000,0,Petrol,8,Karachi,Karachi,11.390769130367211,0.2909941216589263,0.05779286155045305,2329999.999999998,2028734.7259337811,301265.274066217,301265.274066217
Local,Unknown,1300,1,Petrol,7,Peshawar,Islamabad,11.211833885608513,0.21353642298074113,0.06985807541164626,3950000.0000000005,3903032.482668708,46967.51733129239,46967.51733129239
Local,Hatchback,800,0,Petrol,9,Islamabad,Islamabad,10.545367754151743,0.2909941216589263,0.06034230781721932,1320000.000000001,1284688.4049378138,35311.595062187174,35311.595062187174
Local,Hatchback,660,1,Petrol,4,Lahore,Punjab,8.987321812850125,0.2909941216589263,0.05707836705530837,2895000.0000000014,2917114.563774244,-22114.56377424253,22114.56377424253
Imported,Hatchback,660,1,Petrol,19,Rawalpindi,Lahore,12.077312708527396,0.040807378779513494,0.004855314864733201,1675000.0000000007,1660148.0933533055,14851.90664669522,14851.90664669522
Local,Hatchback,1000,0,Petrol,18,Sialkot,Lahore,11.870606902224587,0.2909941216589263,0.05707836705530837,1275000.0000000002,963590.3010456368,311409.69895436347,311409.69895436347
Local,Sedan,1300,0,Petrol,15,Sargodha,Lahore,5.017279836814924,0.3168458315741613,0.16566529180604722,2550000.0,2323882.6692307405,226117.33076925948,226117.33076925948
Local,Sedan,1600,1,Petrol,25,Other,Sindh,11.982935344196433,0.21353642298074113,0.10736903640674222,1450000.0000000002,1287288.8374166107,162711.16258338955,162711.16258338955
Imported,Hatchback,1000,1,Petrol,6,Lahore,Lahore,10.275085591132715,0.2909941216589263,0.030479685622422138,2849999.999999999,3429008.417555478,-579008.4175554789,579008.4175554789
Imported,Hatchback,660,1,Petrol,9,Lahore,Lahore,11.302216779257382,0.3168458315741613,0.0010067876977038746,2599999.9999999986,2730762.7015712485,-130762.70157124987,130762.70157124987
Imported,Hatchback,1198,1,Hybrid,10,Gujranwala,Lahore,11.112462823634855,0.01946997499269267,0.0020785294404209024,4399999.999999997,4370536.46976198,29463.53023801744,29463.53023801744
Local,Sedan,1300,0,Petrol,10,Islamabad,Punjab,11.577542108056202,0.3168458315741613,0.16566529180604722,3499999.9999999995,3566357.811776159,-66357.81177615933,66357.81177615933
Local,Sedan,1600,1,Petrol,12,Islamabad,Islamabad,12.312686874960354,0.3168458315741613,0.16566529180604722,3799999.9999999995,3383735.9654047373,416264.03459526226,416264.03459526226
Imported,Hatchback,658,1,Petrol,6,Karachi,Karachi,9.923339198238729,0.2909941216589263,0.05707836705530837,3550000.0000000014,3491060.98958432,58939.01041568117,58939.01041568117
Imported,SUV,3400,1,Petrol,23,Islamabad,Lahore,12.100717685412471,0.3168458315741613,0.01230879152999253,7485000.000000001,8916287.767715523,-1431287.767715522,1431287.767715522
Local,Hatchback,660,1,Petrol,4,Karachi,Karachi,10.34177474101152,0.2909941216589263,0.05707836705530837,2849999.999999999,2839422.9992899913,10577.000710007735,10577.000710007735
Local,Sedan,1500,0,Petrol,34,Rawalpindi,Islamabad,12.409017571151187,0.3168458315741613,0.16566529180604722,1340000.0000000002,1341835.6733266234,-1835.6733266231604,1835.6733266231604
Local,Sedan,1800,1,Petrol,10,Karachi,Karachi,10.896757843893464,0.3168458315741613,0.16566529180604722,4050000.0000000033,4445473.635242294,-395473.63524229033,395473.63524229033
Local,Sedan,1800,1,Petrol,14,Lahore,Lahore,11.407576060361786,0.21353642298074113,0.10736903640674222,2400000.000000001,3038809.615720087,-638809.6157200863,638809.6157200863
Imported,Hatchback,659,1,Petrol,12,Lahore,Lahore,11.711784520403112,0.01946997499269267,0.005180085089798967,2280000.0,2239132.41228291,40867.5877170898,40867.5877170898
Local,Sedan,1300,0,Petrol,11,Karachi,Sindh,10.887455624298198,0.21353642298074113,0.06985807541164626,3049999.999999998,2910727.402589778,139272.5974102202,139272.5974102202
Imported,Hatchback,660,1,Petrol,14,Karachi,Sindh,13.676249640055394,0.01946997499269267,0.0011204572764768926,1874999.999999999,1879295.4510313866,-4295.451031387551,4295.451031387551
Imported,Sedan,1800,1,Petrol,8,Lahore,Lahore,11.305421475643698,0.21353642298074113,0.10736903640674222,4949999.999999997,5519976.831485322,-569976.8314853245,569976.8314853245
Local,Hatchback,1000,0,Petrol,9,Karachi,Karachi,11.289794413577894,0.2909941216589263,0.05779286155045305,1800000.000000001,1675613.3084113803,124386.69158862066,124386.69158862066
Imported,Hatchback,800,0,Petrol,14,Other,Islamabad,11.51293546492023,0.2909941216589263,0.06034230781721932,1024999.9999999995,483233.83660200826,541766.1633979913,541766.1633979913
Imported,Unknown,660,1,Petrol,11,Lahore,Lahore,11.58989576532275,0.2909941216589263,0.030479685622422138,2625000.0000000005,2248418.37384298,376581.6261570207,376581.6261570207
Local,Sedan,1800,1,Petrol,12,Islamabad,Lahore,11.350418300109132,0.21353642298074113,0.10736903640674222,3499999.9999999995,4312001.914242081,-812001.9142420818,812001.9142420818
Imported,Crossover,1500,1,Hybrid,8,Lahore,Un-Registered,10.239995502805316,0.21353642298074113,0.009483290571920367,8699999.999999994,8617945.13391283,82054.86608716473,82054.86608716473
Local,Unknown,800,0,Petrol,18,Other,Lahore,10.819798284210286,0.2909941216589263,0.004644214218440453,749999.9999999998,734162.4364725555,15837.563527444261,15837.563527444261
Local,Unknown,1300,0,Petrol,16,Karachi,Karachi,11.37940550085183,0.21353642298074113,0.06985807541164626,2284000.0000000014,1676322.8345763797,607677.1654236217,607677.1654236217
Imported,Hatchback,660,1,Petrol,8,Rawalpindi,Islamabad,10.478526644615744,0.040807378779513494,0.011691728102367575,3249999.9999999986,3258669.5760442144,-8669.57604421582,8669.57604421582
Local,Hatchback,1000,0,Petrol,15,Lahore,Lahore,11.51293546492023,0.2909941216589263,0.05707836705530837,1200000.0000000005,1212257.8977602061,-12257.89776020567,12257.89776020567
Local,Hatchback,1000,0,Petrol,20,Islamabad,Islamabad,11.407576060361786,0.2909941216589263,0.05779286155045305,820000.0000000005,855794.4893001588,-35794.48930015834,35794.48930015834
Imported,SUV,2700,1,Petrol,21,Rawalpindi,Islamabad,10.308985993422082,0.3168458315741613,0.01230879152999253,8599999.999999996,8374410.709028663,225589.29097133316,225589.29097133316
Local,Sedan,1300,0,Petrol,14,Other,Sindh,11.51293546492023,0.3168458315741613,0.16566529180604722,2499999.9999999995,2371294.8479819987,128705.15201800084,128705.15201800084
Local,Hatchback,1000,0,Petrol,8,Lahore,Punjab,10.657282884047461,0.2909941216589263,0.030479685622422138,2414999.9999999986,2381064.0147473044,33935.98525269423,33935.98525269423
Imported,Hatchback,1300,1,Petrol,18,Gujranwala,Islamabad,11.51293546492023,0.3168458315741613,0.024715014127504792,2100000.000000001,2305162.5348369046,-205162.53483690368,205162.53483690368
Imported,Unknown,660,1,Hybrid,8,Sialkot,Un-Registered,9.48044384215367,0.2909941216589263,0.030479685622422138,3499999.9999999995,3220682.042728261,279317.95727173844,279317.95727173844
Local,Sedan,1300,1,Petrol,4,Lahore,Punjab,10.275085591132715,0.0030041245818583353,0.0014777045240492353,3049999.999999998,3435500.3330237498,-385500.3330237516,385500.3330237516
Local,Sedan,1500,0,Petrol,26,Lahore,Sindh,11.737771566123588,0.21353642298074113,0.10736903640674222,999999.9999999997,1225397.629209932,-225397.6292099323,225397.6292099323
Local,Sedan,1500,1,Petrol,4,Karachi,Sindh,10.714439990727769,0.3168458315741613,0.01640089636582118,4949999.999999997,5019811.540572181,-69811.54057218414,69811.54057218414
Imported,Hatchback,660,1,Petrol,6,Lahore,Un-Registered,11.034905792929415,0.2909941216589263,0.05707836705530837,3550000.0000000014,3374563.047313789,175436.9526862125,175436.9526862125
Imported,SUV,4600,1,Petrol,10,Lahore,Punjab,11.264476926102367,0.3168458315741613,0.009532006105680231,43000000.000000015,38150569.95819517,4849430.041804843,4849430.041804843
Local,Sedan,1798,1,Petrol,4,Peshawar,Islamabad,9.61587214452889,0.3168458315741613,0.16566529180604722,7400000.0,7453434.764530382,-53434.76453038212,53434.76453038212
Local,Hatchback,800,0,Petrol,8,Lahore,Lahore,10.463131911491967,0.2909941216589263,0.06034230781721932,1229999.9999999995,1206022.3391728245,23977.660827175016,23977.660827175016
Local,Sedan,1800,1,Petrol,9,Karachi,Sindh,11.225256725762893,0.3168458315741613,0.16566529180604722,4980000.000000004,4751881.965459173,228118.0345408311,228118.0345408311
Imported,Hatchback,1000,1,Petrol,7,Sialkot,Un-Registered,10.887455624298198,0.3168458315741613,0.024715014127504792,4650000.000000001,4571123.948273616,78876.05172638502,78876.05172638502
Imported,Unknown,2000,1,Hybrid,7,Lahore,Islamabad,10.545367754151743,0.007550907732779059,0.007550907732779059,42500000.00000005,18229371.152974155,24270628.847025897,24270628.847025897
Local,Hatchback,1000,0,Petrol,8,Lahore,Punjab,11.51293546492023,0.2909941216589263,0.030479685622422138,1749999.9999999998,2178140.738790269,-428140.73879026924,428140.73879026924
Local,Sedan,1300,0,Petrol,5,Other,Islamabad,10.757924157061597,0.3168458315741613,0.01640089636582118,4550000.0,4238928.544754181,311071.45524581894,311071.45524581894
Local,Hatchback,1000,0,Petrol,5,Islamabad,Islamabad,9.915959454031448,0.2909941216589263,0.030479685622422138,2849999.999999999,2783652.7832043567,66347.2167956424,66347.2167956424
Imported,Unknown,660,1,Petrol,8,Karachi,Un-Registered,11.918397239722838,0.040807378779513494,0.004222012925854958,3474999.999999997,2469017.9631883255,1005982.0368116717,1005982.0368116717
Local,SUV,1500,1,Petrol,5,Islamabad,Un-Registered,9.825580063659602,0.002143483485434055,0.0006333019388782437,9099999.999999985,8730519.362462018,369480.6375379674,369480.6375379674
Imported,Crossover,1490,1,Petrol,5,Islamabad,Islamabad,10.064798252418377,0.00630054236627586,0.0055373323373713096,7500000.000000002,7243719.353232171,256280.64676783048,256280.64676783048
Imported,Sedan,1800,1,Hybrid,9,Other,Punjab,10.596659732783579,0.3168458315741613,0.009613198661946673,7700000.0000000065,9139966.504556427,-1439966.5045564203,1439966.5045564203
Local,Sedan,1300,1,Petrol,9,Lahore,Lahore,11.51523280102192,0.21353642298074113,0.06985807541164626,3589999.999999998,3482357.1904907483,107642.80950924987,107642.80950924987
Imported,Sedan,1300,1,Petrol,34,Other,Karachi,11.49273296168228,0.01946997499269267,0.004189535903348381,594999.9999999997,766140.286352094,-171140.28635209438,171140.28635209438
Imported,SUV,1300,1,Petrol,28,Islamabad,Islamabad,12.375287854818827,0.2909941216589263,0.0017050436815952714,2000000.0000000016,2030202.5118033807,-30202.51180337905,30202.51180337905
Imported,Unknown,2400,1,Petrol,19,Rawalpindi,Sindh,11.678448377988165,0.21353642298074113,0.0036699035432431553,2550000.0,2506974.98749352,43025.01250647986,43025.01250647986
Local,Sedan,1300,0,Petrol,18,Other,Sindh,11.492304302765735,0.3168458315741613,0.16566529180604722,1450000.0000000002,1937286.18149983,-487286.18149982975,487286.18149982975
Local,Sedan,1600,1,Petrol,6,Lahore,Islamabad,10.977140943163043,0.3168458315741613,0.16566529180604722,5199999.999999999,5478555.479822942,-278555.479822943,278555.479822943
Imported,Sedan,1600,0,Petrol,11,Other,Karachi,11.765247163561801,0.3168458315741613,0.16566529180604722,780000.0000000001,806168.0179796164,-26168.0179796163,26168.0179796163
Local,Van,800,0,Petrol,7,Karachi,Karachi,11.350418300109132,0.2909941216589263,0.016092364652008705,1519999.9999999998,1311122.83166247,208877.16833752976,208877.16833752976
Imported,Unknown,1500,1,Hybrid,9,Gujranwala,Islamabad,11.643962499267984,0.3168458315741613,0.01640089636582118,3600000.0000000014,6197502.521789674,-2597502.5217896723,2597502.5217896723
Local,Hatchback,800,0,Petrol,20,Faisalabad,Faisalabad,10.87806606028079,0.2909941216589263,0.06034230781721932,685000.0000000005,580640.8175483054,104359.18245169509,104359.18245169509
Local,Sedan,1300,0,Petrol,19,Other,Sindh,11.918397239722838,0.3168458315741613,0.16566529180604722,1680000.0000000005,1607414.8239465398,72585.17605346069,72585.17605346069
Local,Sedan,1798,1,Petrol,5,Multan,Punjab,11.034905792929415,0.3168458315741613,0.16566529180604722,6449999.999999996,6844487.867438925,-394487.86743892916,394487.86743892916
Local,Sedan,1500,0,Petrol,6,Other,Karachi,10.308985993422082,0.3168458315741613,0.01640089636582118,4000000.0000000005,3916704.9003045596,83295.09969544085,83295.09969544085
Imported,SUV,1999,1,Petrol,6,Lahore,Islamabad,10.668978650219241,0.022766392777110196,0.012698515800071449,7300000.000000004,7289883.030112525,10116.969887478277,10116.969887478277
Local,Hatchback,1000,0,Petrol,16,Karachi,Karachi,11.251573687764477,0.2909941216589263,0.05779286155045305,1099999.9999999998,1025686.9133881114,74313.08661188837,74313.08661188837
Local,Hatchback,1000,0,Petrol,15,Other,Sindh,11.289794413577894,0.2909941216589263,0.05707836705530837,850000.0000000005,1035384.8484204846,-185384.8484204841,185384.8484204841
Local,Hatchback,1000,0,Petrol,13,Karachi,Karachi,10.933124826700707,0.2909941216589263,0.05779286155045305,1129999.999999999,1216626.285872868,-86626.28587286896,86626.28587286896
Imported,Unknown,4700,1,Petrol,25,Islamabad,Islamabad,12.086167985820309,0.0014452275015426586,8.11925562664415e-05,4799999.999999999,7569275.860040725,-2769275.860040726,2769275.860040726
Imported,Hatchback,660,1,Petrol,15,Lahore,Punjab,11.519960659851225,0.040807378779513494,0.011691728102367575,2199999.9999999995,1989830.5802382245,210169.41976177506,210169.41976177506
Local,Sedan,1800,1,Petrol,11,Lahore,Lahore,11.314486721293981,0.21353642298074113,0.10736903640674222,4449999.999999997,3867395.1655862546,582604.8344137426,582604.8344137426
Local,Sedan,1600,0,Petrol,30,Other,Lahore,11.51293546492023,0.3168458315741613,0.16566529180604722,1249999.999999999,1213711.258433213,36288.74156678608,36288.74156678608
Local,Sedan,1798,1,Petrol,12,Lahore,Sindh,11.728044909070785,0.3168458315741613,0.16566529180604722,4349999.999999996,3985708.091491109,364291.90850888705,364291.90850888705
Local,MPV,1500,1,Petrol,4,Karachi,Sindh,9.80493712880685,0.21353642298074113,0.007908154980351401,6000000.0,5663975.8282574285,336024.1717425715,336024.1717425715
Imported,Hatchback,660,1,Petrol,8,Sialkot,Punjab,10.86184110878267,0.040807378779513494,0.011691728102367575,3099999.9999999986,3261704.118369406,-161704.1183694075,161704.1183694075
Local,Hatchback,1000,0,Petrol,5,Multan,Punjab,10.34177474101152,0.2909941216589263,0.030479685622422138,2849999.999999999,2669595.9058120656,180404.0941879335,180404.0941879335
Imported,Unknown,2000,0,Diesel,11,Islamabad,Lahore,11.492304302765735,0.3168458315741613,0.16566529180604722,415000.00000000006,615270.5354519695,-200270.53545196942,200270.53545196942
Local,Sedan,1800,1,Petrol,9,Karachi,Karachi,10.859018228147887,0.3168458315741613,0.16566529180604722,4500000.000000002,4628047.596689481,-128047.59668947943,128047.59668947943
Local,Sedan,1800,1,Petrol,5,Rawalpindi,Islamabad,10.545367754151743,0.21353642298074113,0.10736903640674222,6800000.0,7040256.490205197,-240256.49020519666,240256.49020519666
Imported,Unknown,2000,0,Diesel,36,Rawalpindi,Punjab,10.819798284210286,0.0014452275015426586,0.0002435776687993245,1499999.9999999986,1023771.7012836658,476228.29871633276,476228.29871633276
Local,Sedan,1800,1,Petrol,13,Rawalpindi,Islamabad,11.603433222491528,0.21353642298074113,0.10736903640674222,3625000.000000003,3541360.0923854546,83639.90761454822,83639.90761454822
Local,Sedan,1800,1,Petrol,11,Lahore,Lahore,11.736077016252437,0.21353642298074113,0.10736903640674222,4250000.000000002,3995299.236144054,254700.76385594765,254700.76385594765
Local,SUV,2800,1,Diesel,5,Lahore,Un-Registered,10.434145214930487,0.3168458315741613,0.011025949140982755,20599999.99999997,20746865.38907144,-146865.38907146826,146865.38907146826
Local,Hatchback,1000,0,Petrol,31,Karachi,Karachi,10.207215203406376,0.040807378779513494,0.003962196745802345,385000.00000000023,280895.8880528136,104104.11194718664,104104.11194718664
Local,Hatchback,800,0,Petrol,13,Peshawar,Peshawar,11.821380282237278,0.2909941216589263,0.0030366016043649117,449999.99999999994,264250.8921363559,185749.10786364402,185749.10786364402
Local,Sedan,1300,1,Petrol,14,Other,Sindh,11.891368749982085,0.21353642298074113,0.06985807541164626,2449999.9999999995,2605885.8987560286,-155885.89875602908,155885.89875602908
Local,Sedan,1500,1,Petrol,5,Rawalpindi,Islamabad,10.308985993422082,0.21353642298074113,0.06985807541164626,5100000.000000003,4668148.905822371,431851.09417763166,431851.09417763166
Local,Mini Van,999,0,Petrol,7,Lahore,Lahore,12.025755079404917,0.012341268552499106,0.005098892533532526,1849999.9999999995,2010731.7280879184,-160731.72808791883,160731.72808791883
Local,Hatchback,1000,0,Petrol,5,Karachi,Karachi,9.510519035757246,0.022766392777110196,0.005618524893637751,2779999.9999999977,2702753.267539452,77246.73246054584,77246.73246054584
Local,Crossover,1500,1,Petrol,5,Karachi,Karachi,10.12667110305036,0.00630054236627586,0.0055373323373713096,6690000.000000005,6871628.050003373,-181628.0500033684,181628.0500033684
Local,Hatchback,1000,0,Petrol,16,Lahore,Punjab,11.856522261533737,0.2909941216589263,0.05707836705530837,1099999.9999999998,999930.8273191043,100069.17268089543,100069.17268089543
Local,Hatchback,1000,0,Petrol,14,Lahore,Lahore,11.082157933374816,0.2909941216589263,0.05779286155045305,1370000.0000000007,1277950.490781097,92049.50921890372,92049.50921890372
Imported,Unknown,1300,1,Petrol,11,Karachi,Karachi,12.206077645517674,0.3168458315741613,0.16566529180604722,700000.0000000006,1036261.5535320635,-336261.5535320629,336261.5535320629
Imported,Hatchback,658,1,Petrol,6,Faisalabad,Un-Registered,11.51293546492023,0.040807378779513494,0.004855314864733201,3600000.0000000014,3501789.526428001,98210.4735720004,98210.4735720004
Local,Sedan,1800,1,Petrol,16,Other,Lahore,10.518700218288165,0.3168458315741613,0.16566529180604722,3375000.000000001,3378251.433456593,-3251.433456592262,3251.433456592262
Local,Sedan,1500,0,Petrol,29,Peshawar,Peshawar,12.429220196836383,0.21353642298074113,0.06985807541164626,729999.9999999998,942067.5613353756,-212067.56133537588,212067.56133537588
Local,Hatchback,800,1,Petrol,16,Karachi,Sindh,11.39640288460621,0.040807378779513494,0.01021402357831834,1190000.0000000002,1248399.7481763011,-58399.7481763009,58399.7481763009
Local,Sedan,1798,1,Petrol,9,Islamabad,Islamabad,11.513934955263402,0.3168458315741613,0.16566529180604722,5250000.0,4966082.802766388,283917.1972336117,283917.1972336117
Local,Double Cabin,2800,1,Diesel,5,Other,Un-Registered,8.294299608857235,0.3168458315741613,0.014744568217985775,12699999.999999996,12919835.275564816,-219835.27556481957,219835.27556481957
Imported,Unknown,3500,0,Diesel,36,Rawalpindi,Islamabad,12.429220196836383,0.3168458315741613,0.009532006105680231,4000000.0000000005,2654166.6681805146,1345833.3318194859,1345833.3318194859
Local,Hatchback,1000,0,Petrol,21,Karachi,Karachi,10.463131911491967,0.2909941216589263,0.05707836705530837,560000.0000000003,647854.2359577868,-87854.23595778644,87854.23595778644
Local,Sedan,1300,1,Petrol,21,Other,Karachi,11.901590234400047,0.21353642298074113,0.06985807541164626,1575000.0000000002,1626372.980853952,-51372.98085395177,51372.98085395177
Imported,Hatchback,1000,1,Petrol,13,Karachi,Karachi,11.695255355062795,0.3168458315741613,0.012146406417459647,2174999.999999999,2325959.8236721125,-150959.82367211347,150959.82367211347
Local,Sedan,1600,1,Petrol,14,Lahore,Lahore,12.468440756144114,0.3168458315741613,0.16566529180604722,2700000.0,2940887.544414132,-240887.5444141319,240887.5444141319
Local,Sedan,1500,0,Petrol,28,Karachi,Karachi,12.07254696717504,0.3168458315741613,0.16566529180604722,1050000.0000000007,1013860.3194674964,36139.68053250434,36139.68053250434
Local,Sedan,1600,1,Petrol,5,Other,Islamabad,10.463131911491967,0.3168458315741613,0.16566529180604722,5950000.000000001,5913639.413061625,36360.58693837561,36360.58693837561
Local,Sedan,1300,1,Petrol,11,Peshawar,Lahore,12.019749091416921,0.3168458315741613,0.16566529180604722,3575000.000000003,3638578.34618829,-63578.34618828725,63578.34618828725
Local,Sedan,1300,0,Petrol,5,Lahore,Lahore,9.75272280064639,0.3168458315741613,0.01640089636582118,3874999.9999999967,4100240.463235597,-225240.4632356004,225240.4632356004
Imported,SUV,3400,1,Petrol,23,Islamabad,Islamabad,11.49273296168228,0.3168458315741613,0.01230879152999253,11000000.000000013,8850713.449320555,2149286.5506794583,2149286.5506794583
Imported,Unknown,660,1,Petrol,19,Faisalabad,Lahore,11.958258512632908,0.21353642298074113,0.0006820174726381085,1575000.0000000002,1672782.3828624221,-97782.38286242192,97782.38286242192
Imported,MPV,1500,1,Petrol,8,Gujranwala,Un-Registered,10.700093441464304,0.21353642298074113,0.0012178883439966223,6099999.999999996,6025173.105922162,74826.89407783467,74826.89407783467
Local,Sedan,1800,1,Petrol,15,Rawalpindi,Islamabad,11.48247656671073,0.21353642298074113,0.10736903640674222,3400000.000000002,2693331.892709595,706668.1072904067,706668.1072904067
Local,Sedan,1800,1,Petrol,9,Islamabad,Lahore,11.918397239722838,0.21353642298074113,0.10736903640674222,4319999.999999997,4749555.41390217,-429555.4139021728,429555.4139021728
Local,Sedan,1800,1,Petrol,5,Peshawar,Islamabad,10.518700218288165,0.21353642298074113,0.10736903640674222,6829999.999999995,6891402.191245251,-61402.19124525599,61402.19124525599
Local,Unknown,1000,0,Petrol,9,Islamabad,Islamabad,11.849404844423074,0.2909941216589263,0.030479685622422138,2199999.9999999995,2160431.293367623,39568.70663237665,39568.70663237665
Local,Sedan,1200,1,Petrol,10,Islamabad,Islamabad,8.412054873292933,0.21353642298074113,0.06985807541164626,5300000.000000001,5093774.288704246,206225.71129575465,206225.71129575465
